# lfs-telemetry telemetry schema=1.1
time_ms,ang_vel_x,ang_vel_y,ang_vel_z,heading,pitch,roll,accel_x,accel_y,accel_z,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,car,gear,speed_ms,rpm,throttle,brake,clutch,fuel,eng_temp_c,oil_temp_c,oil_pressure_bar,turbo_bar,og_flags,dash_lights,show_lights,og_player_id,current_lap_dist_m,indexed_distance_m,steer_torque_nm,engine_ang_vel_rads,max_torque_at_vel_nm,input_throttle,input_brake,input_steer,input_clutch,input_handbrake,ctx_track,wheel_RL_susp_deflect_m,wheel_RL_vertical_load_n,wheel_RL_slip_ratio,wheel_RL_tan_slip_angle,wheel_RL_x_force_n,wheel_RL_y_force_n,wheel_RL_ang_vel_rads,wheel_RL_lean_rel_road_rad,wheel_RL_air_temp_c,wheel_RL_slip_fraction,wheel_RL_touching,wheel_RL_steer_rad,wheel_RR_susp_deflect_m,wheel_RR_vertical_load_n,wheel_RR_slip_ratio,wheel_RR_tan_slip_angle,wheel_RR_x_force_n,wheel_RR_y_force_n,wheel_RR_ang_vel_rads,wheel_RR_lean_rel_road_rad,wheel_RR_air_temp_c,wheel_RR_slip_fraction,wheel_RR_touching,wheel_RR_steer_rad,wheel_FL_susp_deflect_m,wheel_FL_vertical_load_n,wheel_FL_slip_ratio,wheel_FL_tan_slip_angle,wheel_FL_x_force_n,wheel_FL_y_force_n,wheel_FL_ang_vel_rads,wheel_FL_lean_rel_road_rad,wheel_FL_air_temp_c,wheel_FL_slip_fraction,wheel_FL_touching,wheel_FL_steer_rad,wheel_FR_susp_deflect_m,wheel_FR_vertical_load_n,wheel_FR_slip_ratio,wheel_FR_tan_slip_angle,wheel_FR_x_force_n,wheel_FR_y_force_n,wheel_FR_ang_vel_rads,wheel_FR_lean_rel_road_rad,wheel_FR_air_temp_c,wheel_FR_slip_fraction,wheel_FR_touching,wheel_FR_steer_rad
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,6.6,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.94985,88.00004,95.00004,4.514993750781204,0.0,0,0,0,1,6.000000000000002,6.000000000000002,-0.30231686827122317,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.004231421674918808,-0.00016556819939533507,0.0,0.0,200.84628433498378,-0.02,64.00005999999999,0.02115710837459404,1,0.0,0.02,1500.0,0.004965809244279418,0.0005688193699652748,0.0,0.0,200.9931618488559,-0.02,64.00005999999999,0.02482904622139709,1,0.0,0.02,1500.0,0.004256936429086941,-0.00014005344522720293,0.0,0.0,200.8513872858174,-0.02,60.00006,0.021284682145434705,1,0.0,0.02,1500.0,0.004161928229943796,-0.00023506164437034704,0.0,0.0,200.83238564598878,-0.02,60.00006,0.02080964114971898,1,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,7.2,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.949835,88.000044,95.000044,4.5164916825081205,0.0,0,0,0,1,6.600000000000002,6.600000000000002,-0.28422104185887365,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.007078078692821402,0.00318911901567666,0.0,0.0,201.4156157385643,-0.02,64.000066,0.03539039346410701,1,0.0,0.02,1500.0,-0.00025308734045247734,-0.004142047017597219,0.0,0.0,199.9493825319095,-0.02,64.000066,0.0012654367022623867,1,0.0,0.02,1500.0,0.0018583855520693513,-0.0020305741250753904,0.0,0.0,200.37167711041386,-0.02,60.000066,0.009291927760346756,1,0.0,0.02,1500.0,0.008140367747309077,0.004251408070164334,0.0,0.0,201.62807354946182,-0.02,60.000066,0.040701838736545384,1,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,7.8,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.94982,88.000048,95.000048,4.517989201943833,0.0,0,0,0,1,7.200000000000002,7.200000000000002,-0.03290166053609218,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,-0.0005558833256737049,-0.000886036813479785,0.0,0.0,199.88882333486526,-0.02,64.000072,0.0027794166283685246,1,0.0,0.02,1500.0,0.00014966231682690193,-0.0001804911709791783,0.0,0.0,200.02993246336538,-0.02,64.000072,0.0007483115841345096,1,0.0,0.02,1500.0,-0.007070029630375204,-0.007400183118181284,0.0,0.0,198.58599407392495,-0.02,60.000072,0.03535014815187602,1,0.0,0.02,1500.0,0.0003024626989673673,-2.7690788838712898e-05,0.0,0.0,200.06049253979347,-0.02,60.000072,0.0015123134948368366,1,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,8.4,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.949805,88.000052,95.000052,4.519486271650435,0.0,0,0,0,1,7.800000000000001,7.800000000000001,0.03359055482699059,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.004692166808276133,-0.0009440392265640311,0.0,0.0,200.93843336165526,-0.02,64.000078,0.023460834041380663,1,0.0,0.02,1500.0,0.007930890880322887,0.002294684845482722,0.0,0.0,201.58617817606458,-0.02,64.000078,0.039654454401614435,1,0.0,0.02,1500.0,0.004184969059338809,-0.001451236975501355,0.0,0.0,200.83699381186776,-0.02,60.000078,0.020924845296694045,1,0.0,0.02,1500.0,0.006044361034905769,0.000408155000065605,0.0,0.0,201.20887220698114,-0.02,60.000078,0.030221805174528847,1,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,9.0,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.9497899999999999,88.000056,95.000056,4.52098285420126,0.0,0,0,0,1,8.4,8.4,-0.19334182124414143,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,-0.001077341738064762,-0.00341488844932499,0.0,0.0,199.78453165238705,-0.02,64.000084,0.00538670869032381,1,0.0,0.02,1500.0,0.0006510660620851264,-0.0016864806491751017,0.0,0.0,200.130213212417,-0.02,64.000084,0.003255330310425632,1,0.0,0.02,1500.0,0.0023303254962849045,-7.221214975323413e-06,0.0,0.0,200.466065099257,-0.02,60.000084,0.011651627481424523,1,0.0,0.02,1500.0,0.0016644931635051712,-0.0006730535477550569,0.0,0.0,200.33289863270105,-0.02,60.000084,0.008322465817525855,1,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,9.6,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.9497749999999999,88.00006,95.00006,4.522478912181823,0.0,0,0,0,1,8.999999999999998,8.999999999999998,-0.00871694847450452,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,-0.004381168190730421,-8.470587631422998e-05,0.0,0.0,199.1237663618539,-0.02,64.00009,0.021905840953652108,1,0.0,0.02,1500.0,-0.007077032434300502,-0.0027805701198843112,0.0,0.0,198.5845935131399,-0.02,64.00009,0.03538516217150251,1,0.0,0.02,1500.0,-0.00534703168003907,-0.0010505693656228784,0.0,0.0,198.9305936639922,-0.02,60.00009,0.026735158400195348,1,0.0,0.02,1500.0,-0.00399429859965675,0.00030216371475944156,0.0,0.0,199.20114028006864,-0.02,60.00009,0.019971492998283748,1,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,10.2,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.9497599999999999,88.000064,95.000064,4.523974408190752,0.0,0,0,0,1,9.599999999999998,9.599999999999998,-0.01988111571408698,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.0031575209428932787,0.0013137670224807841,0.0,0.0,200.63150418857867,-0.02,64.000096,0.015787604714466393,1,0.0,0.02,1500.0,0.0015651437161010098,-0.0002786102043114846,0.0,0.0,200.3130287432202,-0.02,64.000096,0.00782571858050505,1,0.0,0.02,1500.0,-0.0001501325897401869,-0.0019938865101526812,0.0,0.0,199.96997348205196,-0.02,60.000096,0.0007506629487009345,1,0.0,0.02,1500.0,0.0037719898778254025,0.0019282359574129084,0.0,0.0,200.7543979755651,-0.02,60.000096,0.018859949389127013,1,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,10.8,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.949745,88.000068,95.000068,4.525469304840724,0.0,0,0,0,1,10.199999999999998,10.199999999999998,0.08740966351040348,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,-0.003122016772783258,0.0016723962313617362,0.0,0.0,199.37559664544335,-0.02,64.000102,0.01561008386391629,1,0.0,0.02,1500.0,-0.005471095984247746,-0.0006766829801027516,0.0,0.0,198.90578080315044,-0.02,64.000102,0.027355479921238733,1,0.0,0.02,1500.0,-0.004711483754575336,8.292924956965774e-05,0.0,0.0,199.05770324908494,-0.02,60.000102,0.02355741877287668,1,0.0,0.02,1500.0,-0.005345023685967349,-0.0005506106818223544,0.0,0.0,198.93099526280653,-0.02,60.000102,0.026725118429836745,1,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,11.4,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.94973,88.000072,95.000072,4.526963564759403,0.0,0,0,0,1,10.799999999999995,10.799999999999995,-1.178743729493658,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.004608686709797428,0.00021643520326106516,0.0,0.0,200.92173734195947,-0.02,64.000108,0.023043433548987143,1,0.0,0.02,1500.0,0.003201796165867425,-0.001190455340668938,0.0,0.0,200.64035923317348,-0.02,64.000108,0.016008980829337126,1,0.0,0.02,1500.0,0.005078427857040623,0.0006861763505042606,0.0,0.0,201.0156855714081,-0.02,60.000108,0.025392139285203116,1,0.0,0.02,1500.0,0.0001751905840089137,-0.004217060922527449,0.0,0.0,200.03503811680176,-0.02,60.000108,0.0008759529200445685,1,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,12.0,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.949715,88.000076,95.000076,4.528457150590367,0.0,0,0,0,1,11.399999999999993,11.399999999999993,0.9404381535039247,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.0016620375912305022,0.0019116671461617666,0.0,0.0,200.33240751824607,-0.02,64.000114,0.008310187956152511,1,0.0,0.02,1500.0,-0.002626321707166492,-0.0023766921522352276,0.0,0.0,199.47473565856671,-0.02,64.000114,0.013131608535832461,1,0.0,0.02,1500.0,-0.0011868237828622083,-0.0009371942279309438,0.0,0.0,199.76263524342755,-0.02,60.000114,0.005934118914311041,1,0.0,0.02,1500.0,0.0007775108107023767,0.0010271403656336412,0.0,0.0,200.1555021621405,-0.02,60.000114,0.0038875540535118834,1,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,12.6,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.9497,88.00008,95.00008,4.529950024994048,0.0,0,0,0,1,11.999999999999995,11.999999999999995,-0.07364415676727877,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.000538148986034181,0.0014624608037604838,0.0,0.0,200.1076297972068,-0.02,64.00012000000001,0.002690744930170905,1,0.0,0.02,1500.0,0.00011405734464594122,0.001038369162372244,0.0,0.0,200.02281146892918,-0.02,64.00012000000001,0.0005702867232297061,1,0.0,0.02,1500.0,0.0018191758272210411,0.002743487644947344,0.0,0.0,200.36383516544421,-0.02,60.00012,0.009095879136105206,1,0.0,0.02,1500.0,-0.0030809806999439297,-0.002156668882217627,0.0,0.0,199.38380386001123,-0.02,60.00012,0.015404903499719649,1,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,13.2,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.949685,88.000084,95.000084,4.531442150648664,0.0,0,0,0,1,12.599999999999993,12.599999999999993,0.29031130972349267,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,-0.0011787472626351814,0.0022259004593845255,0.0,0.0,199.76425054747295,-0.02,64.000126,0.005893736313175907,1,0.0,0.02,1500.0,-0.0022141206991362463,0.0011905270228834608,0.0,0.0,199.55717586017275,-0.02,64.000126,0.01107060349568123,1,0.0,0.02,1500.0,-0.0032892188902607544,0.00011542883175895227,0.0,0.0,199.34215622194785,-0.02,60.000126,0.016446094451303774,1,0.0,0.02,1500.0,-0.0019208948381013616,0.0014837528839183453,0.0,0.0,199.61582103237973,-0.02,60.000126,0.009604474190506808,1,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,13.8,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.9496699999999999,88.000088,95.000088,4.532933490251152,0.0,0,0,0,1,13.199999999999992,13.199999999999992,-0.6890506707670121,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.008081312004325275,0.001968605310955123,0.0,0.0,201.61626240086505,-0.02,64.00013200000001,0.040406560021626375,1,0.0,0.02,1500.0,0.003981413224457176,-0.002131293468912975,0.0,0.0,200.79628264489142,-0.02,64.00013200000001,0.019907066122285884,1,0.0,0.02,1500.0,0.004369679354100391,-0.0017430273392697606,0.0,0.0,200.87393587082008,-0.02,60.000132,0.021848396770501953,1,0.0,0.02,1500.0,0.006110057229916744,-2.649463453407057e-06,0.0,0.0,201.22201144598333,-0.02,60.000132,0.03055028614958372,1,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,14.4,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.9496549999999999,88.000092,95.000092,4.534424006518099,0.0,0,0,0,1,13.79999999999999,13.79999999999999,-0.2355001306246251,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,0.0023673089818704914,0.0031399563922145024,0.0,0.0,200.4734617963741,-0.02,64.00013799999999,0.011836544909352457,1,0.0,0.02,1500.0,-0.002627154699551531,-0.00185450728920752,0.0,0.0,199.4745690600897,-0.02,64.00013799999999,0.013135773497757654,1,0.0,0.02,1500.0,-0.0030217220550436794,-0.0022490746446996684,0.0,0.0,199.39565558899125,-0.02,60.000138,0.015108610275218396,1,0.0,0.02,1500.0,0.001113570796279021,0.0018862182066230319,0.0,0.0,200.22271415925582,-0.02,60.000138,0.005567853981395105,1,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,60.0,0.0,0.0,15.0,0.0,0.0,FBM,6,60.0,5388.0,0.35,-0.0,0.0,0.9496399999999999,88.000096,95.000096,4.535913662186676,0.0,0,0,0,1,14.39999999999999,14.39999999999999,-0.33615793316020726,564.2300405847268,220.0,0.35,-0.0,0.0,0.0,0.0,BL1,0.02,1500.0,-0.0024810254439480354,-0.0003393863331324993,0.0,0.0,199.5037949112104,-0.02,64.000144,0.012405127219740178,1,0.0,0.02,1500.0,-0.0018686551228040854,0.00027298398801145105,0.0,0.0,199.6262689754392,-0.02,64.000144,0.009343275614020426,1,0.0,0.02,1500.0,-0.00256757871733286,-0.0004259396065173234,0.0,0.0,199.48648425653343,-0.02,60.000144,0.0128378935866643,1,0.0,0.02,1500.0,-0.004038326646649959,-0.0018966875358344226,0.0,0.0,199.19233467067002,-0.02,60.000144,0.020191633233249795,1,0.0
